Order Priority,Discount offered,Unit Price,Freight Expenses,Freight Mode,Segment,Product Type,Product Sub-Category,Product Container,State,City,Region,Country,Order Date,Ship Date,Profit,QtyOrdered,Sales
Low,0.0900,306.14,26.53,Delivery Truck,Personel Usage,Canned Foods,Sliced Pineapple,Jumbo Drum,Andhra Pradesh,Vizianagaram,South,India,16-07-2013,18-07-2013,-177.24,11,3196.77
High,0.0500,4.98,5.49,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,Andhra Pradesh,Vizianagaram,South,India,16-07-2013,25-07-2013,-8.29,9,47.04
High,0.0001,16.74,5.08,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Gujarat,Surat,West,India,17-07-2013,18-07-2013,24.31,16,274.93
High,0.0001,59.78,10.29,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Gujarat,Surat,West,India,17-07-2013,19-07-2013,39.88,4,252.43
High,0.0300,11.66,7.95,Express Air,Personel Usage,Processed Meat,Foie Gras,Small Pack,Kerala,Kannur,South,India,17-07-2013,19-07-2013,-19.29,16,189.79
High,0.0800,3.14,1.92,Regular Air,Stand Alone Restaurants,Processed Meat,Pacific Squid,Wrap Bag,Gujarat,Patan,West,India,18-07-2013,20-07-2013,-48.12,12,37.79
High,0.0100,4.98,4.95,Regular Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Uttar Pradesh,Ghaziabad,North,India,20-07-2013,20-07-2013,-54.08,36,193.21
Not Specified,0.0800,7.59,4.00,Regular Air,Restaurant Chain,Preserved Food,Marmalade,Wrap Bag,Uttar Pradesh,Ghaziabad,North,India,20-07-2013,22-07-2013,13.44,39,277.90
High,0.0400,2.18,0.78,Regular Air,Restaurant Chain,Processed Meat,Tuna,Wrap Bag,Uttar Pradesh,Ghaziabad,North,India,20-07-2013,21-07-2013,6.67,55,120.80
High,0.0100,4.13,0.50,Regular Air,Stand Alone Restaurants,Processed Meat,Oysters (Clam),Small Box,Uttar Pradesh,Banda,North,India,20-07-2013,27-07-2013,21.45,7,31.09
Low,0.0400,209.84,21.21,Regular Air,Stand Alone Restaurants,Preserved Food,Marmalade,Large Box,Uttar Pradesh,Banda,North,India,20-07-2013,29-07-2013,600.23,4,869.90
Not Specified,0.0400,270.98,50.00,Delivery Truck,Restaurant Chain,Preserved Food,Sundried Tomatoes,Jumbo Drum,West Bengal,Asansol,East,India,21-07-2013,22-07-2013,-414.78,1,280.45
Medium,0.0200,55.50,52.20,Regular Air,Stand Alone Restaurants,Preserved Food,Marmalade,Medium Box,Chhattisgarh,Durg,North,India,21-07-2013,22-07-2013,-165.87,4,251.49
High,0.0100,15.51,5.80,Express Air,Stand Alone Restaurants,Processed Meat,Fresh Water Eel,Small Box,Chhattisgarh,Durg,North,India,21-07-2013,22-07-2013,8.00,8,134.19
Not Specified,0.0300,80.97,30.06,Delivery Truck,Hotels / Hospitals,Canned Foods,Sliced Pineapple,Jumbo Box,Andhra Pradesh,Kadapa,South,India,21-07-2013,23-07-2013,469.96,15,1200.38
High,0.0500,5.28,5.66,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Andhra Pradesh,Kadapa,South,India,21-07-2013,22-07-2013,-87.82,13,71.71
High,0.0001,15.01,8.40,Express Air,Stand Alone Restaurants,Processed Meat,Bacon,Small Box,Uttar Pradesh,Ghaziabad,North,India,22-07-2013,23-07-2013,-8.59,14,231.13
High,0.0600,11.97,4.98,Regular Air,Restaurant Chain,Processed Meat,Jelly Fish,Small Box,Bihar,Samastipur,North,India,22-07-2013,24-07-2013,8.47,15,172.16
High,0.0200,15.04,1.97,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Wrap Bag,Andhra Pradesh,Kakinada,South,India,22-07-2013,27-07-2013,41.33,11,169.31
Critical,0.0900,13.99,7.51,Regular Air,Personel Usage,Canned Foods,Sliced Pineapple,Medium Box,Madhya Pradesh,Rewa,West,India,23-07-2013,24-07-2013,-37.94,46,613.65
Critical,0.0700,23.99,15.68,Delivery Truck,Personel Usage,Preserved Food,Marmalade,Jumbo Drum,Tamil Nadu,Dharmapuri,South,India,23-07-2013,24-07-2013,-115.68,7,163.23
Not Specified,0.0800,65.99,8.99,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Box,Jharkhand,Godda,North,India,25-07-2013,27-07-2013,136.55,11,615.77
Critical,0.1000,200.97,15.59,Delivery Truck,Restaurant Chain,Canned Foods,Sliced Pineapple,Jumbo Drum,Jharkhand,Godda,North,India,27-07-2013,27-07-2013,1225.55,11,2009.50
Low,0.0200,105.34,24.49,Express Air,Personel Usage,Preserved Food,Marmalade,Large Box,Telangana,Mahbubnagar,South,India,27-07-2013,05-08-2013,-2549.18,4,439.45
Low,0.0800,39.89,3.04,Regular Air,Personel Usage,Preserved Food,Marmalade,Wrap Bag,Uttar Pradesh,Ghaziabad,North,India,27-07-2013,01-08-2013,391.23,15,567.00
High,0.0300,4.91,0.50,Regular Air,Restaurant Chain,Processed Meat,Oysters (Clam),Small Box,Uttar Pradesh,Chandauli,North,India,27-07-2013,29-07-2013,1.41,1,5.05
Low,0.0800,70.71,37.58,Regular Air,Hotels / Hospitals,Preserved Food,Marmalade,Wrap Bag,Gujarat,Surendranagar,West,India,28-07-2013,28-07-2013,-751.88,14,951.56
High,0.0500,15.67,1.39,Regular Air,Hotels / Hospitals,Processed Meat,Caviar,Small Box,Andhra Pradesh,Vizianagaram,South,India,29-07-2013,31-07-2013,5.51,2,30.96
High,0.0900,5.98,5.14,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Andhra Pradesh,Vizianagaram,South,India,29-07-2013,30-07-2013,10.62,7,41.51
Medium,0.0200,6.60,4.07,Regular Air,Restaurant Chain,Canned Foods,Assorted Fruits,Small Pack,Jharkhand,Rajmahal,North,India,29-07-2013,31-07-2013,30.11,14,95.60
Medium,0.0200,155.99,8.08,Express Air,Restaurant Chain,Canned Foods,Quail Eggs,Small Box,Jharkhand,Rajmahal,North,India,29-07-2013,31-07-2013,72.01,8,1127.31
Critical,0.0800,6.28,5.29,Regular Air,Hotels / Hospitals,Preserved Food,Marmalade,Small Box,Punjab,Patiala,West,India,29-07-2013,30-07-2013,4.53,14,89.26
High,0.0600,20.98,53.03,Delivery Truck,Hotels / Hospitals,Processed Meat,Fresh Water Eel,Jumbo Drum,Haryana,Faridabad,North,India,29-07-2013,31-07-2013,-189.14,1,37.60
Not Specified,0.0600,150.98,39.25,Delivery Truck,Hotels / Hospitals,Preserved Food,Jams,Jumbo Box,Madhya Pradesh,Rewa,West,India,31-07-2013,01-08-2013,25.21,1,148.34
Critical,0.0200,2.12,1.99,Regular Air,Personel Usage,Canned Foods,Assorted Fruits,Small Pack,Punjab,Jalandhar,West,India,31-07-2013,03-08-2013,-29.21,10,23.15
High,0.0800,11.34,11.25,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,Punjab,Jalandhar,West,India,31-07-2013,02-08-2013,-33.81,2,25.87
High,0.0400,48.91,5.81,Express Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,Punjab,Jalandhar,West,India,31-07-2013,01-08-2013,199.98,6,289.83
High,0.0300,24.92,12.98,Regular Air,Personel Usage,Processed Meat,Bacon,Small Box,West Bengal,Murshidabad,East,India,31-07-2013,04-08-2013,-22.06,2,56.92
High,0.0300,10.98,3.37,Regular Air,Personel Usage,Processed Meat,Pacific Squid,Small Pack,West Bengal,Murshidabad,East,India,31-07-2013,04-08-2013,55.67,15,170.55
Not Specified,0.0600,3502.14,8.73,Delivery Truck,Stand Alone Restaurants,Canned Foods,Sliced Pineapple,Jumbo Box,West Bengal,Barasat,East,India,01-08-2013,03-08-2013,-1808.82,3,10567.36
Not Specified,0.0100,4.95,5.32,Regular Air,Restaurant Chain,Preserved Food,Marmalade,Small Box,Maharashtra,Osmanabad,West,India,01-08-2013,02-08-2013,28.59,17,90.14
High,0.0001,14.98,7.69,Regular Air,Restaurant Chain,Processed Meat,Fresh Water Eel,Small Box,Maharashtra,Osmanabad,West,India,01-08-2013,02-08-2013,-60.93,20,321.52
Low,0.0700,100.98,35.84,Delivery Truck,Stand Alone Restaurants,Preserved Food,Pickle,Jumbo Box,Uttar Pradesh,Baghpat,North,India,02-08-2013,07-08-2013,-83.55,9,888.48
Low,0.0100,70.98,26.74,Delivery Truck,Stand Alone Restaurants,Preserved Food,Pickle,Jumbo Box,Uttar Pradesh,Baghpat,North,India,02-08-2013,07-08-2013,162.50,25,1858.23
Low,0.0500,182.55,69.00,Regular Air,Stand Alone Restaurants,Preserved Food,Jams,Large Box,Uttar Pradesh,Baghpat,North,India,02-08-2013,04-08-2013,-249.98,8,1491.25
High,0.0100,46.89,5.10,Regular Air,Hotels / Hospitals,Processed Meat,Jelly Fish,Medium Box,Bihar,Araria,North,India,02-08-2013,04-08-2013,193.95,6,281.08
High,0.0800,3.98,5.26,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Maharashtra,Thane,West,India,03-08-2013,04-08-2013,-42.35,3,13.95
High,0.1000,6.48,6.22,Regular Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Small Box,Chhattisgarh,Raipur,North,India,04-08-2013,06-08-2013,-6.99,2,15.48
Critical,0.0600,35.99,1.25,Regular Air,Stand Alone Restaurants,Canned Foods,Quail Eggs,Small Pack,Chhattisgarh,Raipur,North,India,04-08-2013,06-08-2013,500.01,24,724.65
High,0.0100,3.95,2.00,Regular Air,Hotels / Hospitals,Processed Meat,Tuna,Wrap Bag,Telangana,Adilabad,South,India,04-08-2013,05-08-2013,-20.25,12,47.97
High,0.0600,64.98,6.88,Regular Air,Hotels / Hospitals,Processed Meat,Fresh Water Eel,Small Box,Telangana,Adilabad,South,India,04-08-2013,06-08-2013,20.91,3,188.52
Critical,0.0200,10.64,5.16,Regular Air,Stand Alone Restaurants,Preserved Food,Marmalade,Small Box,Punjab,Sangrur,West,India,04-08-2013,05-08-2013,-16.58,20,215.36
High,0.0300,535.64,14.70,Delivery Truck,Stand Alone Restaurants,Canned Foods,Sliced Pineapple,Jumbo Drum,Tamil Nadu,Krishnagiri,South,India,07-08-2013,08-08-2013,8202.57,22,11887.78
High,0.0600,1.98,0.70,Regular Air,Personel Usage,Processed Meat,Tuna,Wrap Bag,Maharashtra,Kalyan,West,India,07-08-2013,07-08-2013,-5.88,11,20.83
High,0.0900,9.71,9.45,Regular Air,Hotels / Hospitals,Processed Meat,Fresh Water Eel,Small Box,Andhra Pradesh,Vizianagaram,South,India,08-08-2013,08-08-2013,6.33,1,13.92
Critical,0.0900,400.97,48.26,Delivery Truck,Hotels / Hospitals,Canned Foods,Sliced Pineapple,Jumbo Box,Tamil Nadu,Krishnagiri,South,India,09-08-2013,10-08-2013,3793.19,15,5497.37
High,0.0500,11.66,7.95,Regular Air,Hotels / Hospitals,Processed Meat,Foie Gras,Small Pack,Uttar Pradesh,Ghaziabad,North,India,10-08-2013,11-08-2013,-162.24,92,1075.74
High,0.0300,8.60,6.19,Regular Air,Stand Alone Restaurants,Processed Meat,Bacon,Small Box,Uttar Pradesh,Machhlishahr,North,India,10-08-2013,12-08-2013,18.91,1,11.77
High,0.0800,165.20,19.99,Regular Air,Stand Alone Restaurants,Processed Meat,Fresh Water Eel,Small Box,Uttar Pradesh,Machhlishahr,North,India,10-08-2013,11-08-2013,8004.16,5,769.92
High,0.0600,6.48,6.22,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Small Box,Bihar,Hajipur,North,India,10-08-2013,14-08-2013,-14.64,6,39.94
High,0.0200,11.97,5.81,Regular Air,Stand Alone Restaurants,Processed Meat,Foie Gras,Small Pack,Bihar,Jhanjharpur,North,India,12-08-2013,12-08-2013,-81.94,76,912.06
Low,0.0300,159.31,60.00,Delivery Truck,Stand Alone Restaurants,Preserved Food,Jams,Jumbo Drum,Bihar,Jhanjharpur,North,India,12-08-2013,16-08-2013,11.03,34,5689.28
Medium,0.1000,4.77,2.39,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Pack,Uttar Pradesh,Misrikh,North,India,12-08-2013,13-08-2013,-12.92,5,22.79
High,0.0700,40.99,19.99,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Uttar Pradesh,Basti,North,India,12-08-2013,14-08-2013,6.48,25,1020.20
High,0.0700,4.24,5.41,Express Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Uttar Pradesh,Varanasi,North,India,12-08-2013,12-08-2013,-6.09,4,25.29
Medium,0.0001,12.58,5.16,Regular Air,Hotels / Hospitals,Preserved Food,Marmalade,Small Box,Maharashtra,Aurangabad,West,India,12-08-2013,12-08-2013,222.48,25,323.42
High,0.0001,4.13,0.99,Regular Air,Hotels / Hospitals,Processed Meat,Oysters (Clam),Small Box,Telangana,Nalgonda,South,India,12-08-2013,17-08-2013,32.57,18,80.78
High,0.0800,3.89,7.01,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Haryana,Rohtak,North,India,13-08-2013,13-08-2013,-111.84,25,96.56
High,0.0400,85.99,0.99,Regular Air,Stand Alone Restaurants,Canned Foods,Quail Eggs,Wrap Bag,Uttar Pradesh,Ghaziabad,North,India,14-08-2013,16-08-2013,897.87,76,5546.06
High,0.0400,3.36,6.27,Regular Air,Stand Alone Restaurants,Processed Meat,Bacon,Small Box,Uttar Pradesh,Banda,North,India,14-08-2013,16-08-2013,-10.84,3,13.54
Critical,0.0400,70.98,26.85,Delivery Truck,Hotels / Hospitals,Preserved Food,Pickle,Jumbo Box,Orissa,Koraput,East,India,14-08-2013,16-08-2013,377.03,23,1706.04
High,0.0300,40.99,17.48,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Orissa,Koraput,East,India,14-08-2013,15-08-2013,363.06,16,677.00
High,0.0200,24.95,2.99,Regular Air,Stand Alone Restaurants,Processed Meat,Bacon,Small Box,Andhra Pradesh,Amalapuram,South,India,14-08-2013,16-08-2013,-106.55,5,133.53
High,0.0900,4.00,1.30,Regular Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Wrap Bag,Andhra Pradesh,Amalapuram,South,India,14-08-2013,15-08-2013,-680.57,11,41.49
High,0.0600,41.71,4.50,Regular Air,Personel Usage,Processed Meat,Jelly Fish,Small Box,Bihar,Khagaria,North,India,14-08-2013,14-08-2013,200.12,14,567.62
High,0.0800,178.47,19.99,Regular Air,Restaurant Chain,Processed Meat,Fresh Water Eel,Small Box,Maharashtra,Aurangabad,West,India,15-08-2013,16-08-2013,1825.25,15,2645.29
High,0.0200,3.28,5.00,Regular Air,Restaurant Chain,Processed Meat,Foie Gras,Wrap Bag,Uttar Pradesh,Ghaziabad,North,India,16-08-2013,18-08-2013,-89.06,52,190.52
High,0.1000,6.48,5.74,Regular Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Small Box,Uttar Pradesh,Jalaun,North,India,16-08-2013,18-08-2013,-146.94,10,65.86
Critical,0.0500,65.99,5.99,Regular Air,Stand Alone Restaurants,Canned Foods,Quail Eggs,Small Box,Telangana,Nizamabad,South,India,16-08-2013,18-08-2013,202.97,12,661.28
Critical,0.0500,70.98,30.00,Delivery Truck,Hotels / Hospitals,Preserved Food,Sundried Tomatoes,Jumbo Drum,Haryana,Karnal,North,India,16-08-2013,18-08-2013,-162.15,9,640.97
High,0.0500,4.98,4.70,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Haryana,Karnal,North,India,16-08-2013,18-08-2013,-14.99,9,46.63
High,0.1000,15.14,4.53,Express Air,Hotels / Hospitals,Processed Meat,Fresh Water Eel,Small Box,Chhattisgarh,Rajnandgaon,North,India,17-08-2013,19-08-2013,46.47,20,280.21
High,0.0300,4.71,0.70,Regular Air,Restaurant Chain,Processed Meat,Tuna,Wrap Bag,Bihar,Sheohar,North,India,17-08-2013,24-08-2013,14.01,24,116.58
Low,0.0900,7.99,5.03,Express Air,Personel Usage,Canned Foods,Quail Eggs,Medium Box,Bihar,Jhanjharpur,North,India,18-08-2013,25-08-2013,-111.90,48,338.71
High,0.0700,22.38,15.10,Regular Air,Stand Alone Restaurants,Processed Meat,Bacon,Small Box,Uttar Pradesh,Shahjahanpur,North,India,18-08-2013,20-08-2013,-57.28,17,364.92
Medium,0.0300,29.99,5.50,Express Air,Stand Alone Restaurants,Canned Foods,Assorted Fruits,Small Box,Uttar Pradesh,Shahjahanpur,North,India,18-08-2013,19-08-2013,338.23,18,541.60
High,0.0700,55.98,13.88,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Small Box,Jharkhand,Godda,North,India,18-08-2013,23-08-2013,-338.28,1,62.13
High,0.0800,89.83,35.00,Regular Air,Personel Usage,Processed Meat,Fresh Water Eel,Large Box,Tamil Nadu,Ramanathapuram,South,India,18-08-2013,20-08-2013,-437.62,21,1874.50
High,0.0500,6.48,7.37,Express Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Gujarat,Surendranagar,West,India,18-08-2013,19-08-2013,-20.21,7,51.02
High,0.0700,39.98,9.20,Regular Air,Personel Usage,Preserved Food,Marmalade,Wrap Bag,Madhya Pradesh,Rewa,West,India,19-08-2013,20-08-2013,215.11,92,3507.50
Low,0.0300,179.29,29.21,Delivery Truck,Personel Usage,Preserved Food,Jams,Jumbo Box,Andhra Pradesh,Vijayawada,South,India,19-08-2013,24-08-2013,144.31,18,3145.43
High,0.0400,6.84,8.37,Regular Air,Personel Usage,Processed Meat,Pacific Squid,Small Pack,Tamil Nadu,Sivaganga,South,India,19-08-2013,20-08-2013,-117.25,24,161.87
Not Specified,0.0700,125.99,7.69,Regular Air,Personel Usage,Canned Foods,Quail Eggs,Small Box,Tamil Nadu,Sivaganga,South,India,19-08-2013,20-08-2013,139.26,10,995.95
High,0.0900,7.31,0.49,Regular Air,Stand Alone Restaurants,Processed Meat,Oysters (Clam),Small Box,Gujarat,Patan,West,India,19-08-2013,19-08-2013,-1.22,2,14.37
High,0.0300,7.28,1.77,Regular Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Wrap Bag,Gujarat,Patan,West,India,19-08-2013,21-08-2013,91.83,18,133.08
High,0.0800,42.76,6.22,Regular Air,Personel Usage,Processed Meat,Fresh Water Eel,Small Box,Uttar Pradesh,Muzaffarnagar,North,India,20-08-2013,21-08-2013,449.41,21,845.76
High,0.0400,9.78,5.76,Regular Air,Personel Usage,Processed Meat,Caviar,Small Box,Uttar Pradesh,Saharanpur,North,India,20-08-2013,23-08-2013,-2.90,6,61.47
Critical,0.0001,9.48,7.29,Regular Air,Personel Usage,Preserved Food,Marmalade,Small Pack,Uttar Pradesh,Saharanpur,North,India,20-08-2013,21-08-2013,-7.34,2,23.93
Critical,0.0500,110.99,8.99,Regular Air,Personel Usage,Canned Foods,Quail Eggs,Small Box,Uttar Pradesh,Saharanpur,North,India,20-08-2013,22-08-2013,1236.36,20,1850.18
High,0.0900,140.98,53.48,Delivery Truck,Hotels / Hospitals,Preserved Food,Pickle,Jumbo Box,Madhya Pradesh,Guna,West,India,20-08-2013,21-08-2013,-115.01,2,297.37
High,0.0001,1.14,0.70,Regular Air,Stand Alone Restaurants,Processed Meat,Tuna,Wrap Bag,Uttar Pradesh,Shahjahanpur,North,India,21-08-2013,21-08-2013,-0.38,4,5.23
High,0.0100,48.91,35.00,Regular Air,Stand Alone Restaurants,Processed Meat,Fresh Water Eel,Large Box,Jharkhand,Ranchi,North,India,21-08-2013,23-08-2013,-477.94,22,1136.43
Low,0.0800,31.76,45.51,Delivery Truck,Hotels / Hospitals,Preserved Food,Jams,Jumbo Box,Chhattisgarh,Mahasamund,North,India,21-08-2013,28-08-2013,-466.17,16,491.00
High,0.0300,6.48,7.49,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Chhattisgarh,Mahasamund,North,India,22-08-2013,24-08-2013,-65.70,22,144.88
High,0.0500,376.13,85.63,Delivery Truck,Restaurant Chain,Preserved Food,Jams,Jumbo Box,Tamil Nadu,Arani,South,India,24-08-2013,26-08-2013,654.26,2,807.49
Critical,0.0600,205.99,5.26,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Box,Rajasthan,Bhilwara,West,India,26-08-2013,28-08-2013,-2469.25,11,1900.97
High,0.0500,55.99,5.00,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Pack,Uttar Pradesh,Aligarh,North,India,26-08-2013,28-08-2013,-218.98,23,1062.84
High,0.0800,110.98,35.00,Regular Air,Hotels / Hospitals,Processed Meat,Fresh Water Eel,Large Box,Karnataka,Tumkur,South,India,26-08-2013,28-08-2013,-154.90,5,550.37
Medium,0.0600,155.99,8.99,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Box,Assam,Kokrajhar,East,India,27-08-2013,29-08-2013,97.97,7,924.80
Not Specified,0.0500,9.65,6.22,Regular Air,Hotels / Hospitals,Preserved Food,Marmalade,Small Box,Madhya Pradesh,Rewa,West,India,28-08-2013,29-08-2013,-28.16,66,665.90
Medium,0.0700,218.75,69.64,Delivery Truck,Restaurant Chain,Preserved Food,Jams,Jumbo Box,West Bengal,Asansol,East,India,28-08-2013,30-08-2013,-293.12,10,1705.65
Medium,0.0800,209.37,69.00,Regular Air,Restaurant Chain,Preserved Food,Jams,Large Box,West Bengal,Asansol,East,India,28-08-2013,30-08-2013,-687.47,25,4111.71
High,0.0400,22.98,1.99,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Pack,Rajasthan,Churu,West,India,28-08-2013,30-08-2013,116.94,8,183.55
High,0.0200,5.68,1.39,Regular Air,Hotels / Hospitals,Processed Meat,Caviar,Small Box,Rajasthan,Churu,West,India,28-08-2013,30-08-2013,50.28,12,72.87
High,0.0100,19.98,5.86,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Small Box,Madhya Pradesh,Dhar,West,India,28-08-2013,30-08-2013,-2299.71,23,489.72
High,0.0900,6.48,8.19,Express Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Small Box,Uttar Pradesh,Jalaun,North,India,29-08-2013,01-09-2013,2.53,8,56.59
Low,0.0500,30.73,4.00,Regular Air,Restaurant Chain,Canned Foods,Assorted Fruits,Small Box,Uttar Pradesh,Amroha,North,India,29-08-2013,07-09-2013,-42.14,6,189.42
High,0.0900,54.96,10.75,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Tamil Nadu,Namakkal,South,India,30-08-2013,31-08-2013,511.14,14,740.78
High,0.0200,4.13,1.17,Regular Air,Restaurant Chain,Processed Meat,Foie Gras,Wrap Bag,Jharkhand,Jamshedpur,North,India,30-08-2013,01-09-2013,34.56,23,96.48
High,0.0300,5.28,8.16,Regular Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Small Box,Uttar Pradesh,Mainpuri,North,India,30-08-2013,31-08-2013,-326.19,23,125.50
Critical,0.0600,95.98,58.20,Delivery Truck,Personel Usage,Preserved Food,Sundried Tomatoes,Jumbo Drum,Tamil Nadu,Tiruchchirappalli,South,India,30-08-2013,01-09-2013,-336.38,15,1396.96
Low,0.0600,19.23,6.15,Regular Air,Hotels / Hospitals,Preserved Food,Marmalade,Small Pack,Assam,Jorhat,East,India,31-08-2013,31-08-2013,16.15,1,21.15
Not Specified,0.0300,7.99,5.03,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Medium Box,West Bengal,Baharampur,East,India,01-09-2013,03-09-2013,320.57,22,148.67
High,0.0001,2.89,0.50,Express Air,Hotels / Hospitals,Processed Meat,Oysters (Clam),Small Box,Kerala,Palghat,South,India,02-09-2013,03-09-2013,19.41,7,28.13
High,0.0200,90.48,19.99,Regular Air,Restaurant Chain,Processed Meat,Caviar,Small Box,West Bengal,Asansol,East,India,03-09-2013,05-09-2013,799.10,13,1209.22
High,0.0800,3.80,1.49,Regular Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Uttar Pradesh,Nagina,North,India,03-09-2013,03-09-2013,-2.44,3,11.45
High,0.0300,15.57,1.39,Regular Air,Restaurant Chain,Processed Meat,Caviar,Small Box,Uttar Pradesh,Nagina,North,India,03-09-2013,10-09-2013,93.79,9,135.93
Medium,0.0001,376.13,85.63,Delivery Truck,Hotels / Hospitals,Preserved Food,Jams,Jumbo Box,Uttar Pradesh,Kairana,North,India,04-09-2013,05-09-2013,426.08,20,7867.42
Not Specified,0.0700,286.85,61.76,Delivery Truck,Hotels / Hospitals,Preserved Food,Jams,Jumbo Box,Andhra Pradesh,Bapatla,South,India,04-09-2013,06-09-2013,-32.48,23,5082.26
Not Specified,0.0001,442.14,14.70,Delivery Truck,Hotels / Hospitals,Canned Foods,Sliced Pineapple,Jumbo Drum,Uttar Pradesh,Ghaziabad,North,India,05-09-2013,05-09-2013,501.51,23,10779.37
Medium,0.0300,218.75,69.64,Delivery Truck,Stand Alone Restaurants,Preserved Food,Jams,Jumbo Box,Uttar Pradesh,Hardoi,North,India,05-09-2013,07-09-2013,25.00,4,765.16
Not Specified,0.0001,99.99,19.99,Regular Air,Hotels / Hospitals,Canned Foods,Sliced Pineapple,Small Box,Uttar Pradesh,Sambhal,North,India,06-09-2013,08-09-2013,-51.62,26,2792.12
Low,0.0600,270.97,28.06,Delivery Truck,Stand Alone Restaurants,Canned Foods,Sliced Pineapple,Jumbo Drum,West Bengal,Tamluk,East,India,06-09-2013,08-09-2013,910.26,12,2641.14
High,0.0500,2.60,2.40,Regular Air,Stand Alone Restaurants,Processed Meat,Foie Gras,Wrap Bag,Madhya Pradesh,Rewa,West,India,07-09-2013,09-09-2013,-17.69,25,71.69
Medium,0.0001,30.42,8.65,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Box,Madhya Pradesh,Rewa,West,India,09-09-2013,11-09-2013,-82.13,2,80.58
High,0.0700,39.98,9.83,Regular Air,Hotels / Hospitals,Processed Meat,Caviar,Small Box,Madhya Pradesh,Rewa,West,India,09-09-2013,09-09-2013,179.37,42,1629.12
High,0.0001,6.48,7.37,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,Rajasthan,Pali,West,India,09-09-2013,10-09-2013,50.72,6,43.35
High,0.0200,3.98,5.26,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Karnataka,Gulbarga,South,India,09-09-2013,11-09-2013,-40.01,11,49.23
High,0.0200,28.15,6.17,Regular Air,Hotels / Hospitals,Processed Meat,Foie Gras,Small Pack,Orissa,Cuttack,East,India,10-09-2013,12-09-2013,359.12,25,748.13
High,0.0900,12.98,3.14,Regular Air,Hotels / Hospitals,Processed Meat,Pacific Squid,Small Pack,Orissa,Cuttack,East,India,10-09-2013,12-09-2013,28.38,26,311.85
High,0.0001,20.89,11.52,Regular Air,Personel Usage,Processed Meat,Fresh Water Eel,Small Box,Telangana,Mahbubnagar,South,India,10-09-2013,11-09-2013,82.48,1,26.65
Critical,0.0100,500.98,28.14,Delivery Truck,Hotels / Hospitals,Canned Foods,Sliced Pineapple,Jumbo Drum,Maharashtra,Thane,West,India,11-09-2013,12-09-2013,-610.72,5,2579.05
Low,0.0400,13.79,8.78,Regular Air,Hotels / Hospitals,Preserved Food,Marmalade,Small Box,Telangana,Khammam,South,India,12-09-2013,12-09-2013,-105.35,8,118.77
High,0.0800,48.91,5.81,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Telangana,Khammam,South,India,12-09-2013,12-09-2013,-16.52,2,95.67
Not Specified,0.0500,204.10,13.99,Regular Air,Hotels / Hospitals,Canned Foods,Sliced Pineapple,Medium Box,Telangana,Karimnagar,South,India,12-09-2013,13-09-2013,177.36,22,4393.66
